time, intensity
1645336487,100000.0
1645336487,100000.0
1645336487,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336488,100000.0
1645336489,-1500000.0
1645336489,-3900000.0
1645336489,-6300000.0
1645336489,-8800000.0
1645336489,-11400000.0
1645336489,-14600000.0
1645336489,-18300000.0
1645336489,-21700000.0
1645336489,-25500000.0
1645336489,-28400000.0
1645336490,-31800000.0
1645336490,-33900000.0
1645336490,-36000000.0
1645336490,-36500000.0
1645336490,-36500000.0
1645336490,-36500000.0
1645336490,-36300000.0
1645336490,-36000000.0
1645336490,-35400000.0
1645336490,-35100000.0
1645336491,-34400000.0
1645336491,-33400000.0
1645336491,-31900000.0
1645336491,-31200000.0
1645336491,-29300000.0
1645336491,-26100000.0
1645336491,-21700000.0
1645336491,-17100000.0
1645336491,-13000000.0
1645336491,-7400000.0
1645336492,-2500000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336492,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336493,100000.0
1645336494,100000.0
1645336494,100000.0
1645336494,-500000.0
1645336494,-2300000.0
1645336494,-4900000.0
1645336494,-7600000.0
1645336494,-9900000.0
1645336494,-12900000.0
1645336494,-16200000.0
1645336494,-19800000.0
1645336495,-23500000.0
1645336495,-27900000.0
1645336495,-30600000.0
1645336495,-33400000.0
1645336495,-35000000.0
1645336495,-36300000.0
1645336495,-36600000.0
1645336495,-36600000.0
1645336495,-36300000.0
1645336495,-35800000.0
1645336496,-35400000.0
1645336496,-35100000.0
1645336496,-34500000.0
1645336496,-33500000.0
1645336496,-32500000.0
1645336496,-31000000.0
1645336496,-29700000.0
1645336496,-25400000.0
1645336496,-21800000.0
1645336496,-18100000.0
1645336497,-13400000.0
1645336497,-8700000.0
1645336497,-3800000.0
1645336497,100000.0
1645336497,100000.0
1645336497,100000.0
1645336497,100000.0
1645336497,100000.0
1645336497,100000.0
1645336497,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336498,100000.0
1645336499,100000.0
1645336499,100000.0
1645336499,-600000.0
1645336499,-2100000.0
1645336499,-4200000.0
1645336499,-6600000.0
1645336499,-8800000.0
1645336499,-10800000.0
1645336499,-13800000.0
1645336500,-16700000.0
1645336500,-19100000.0
1645336500,-22100000.0
1645336500,-24800000.0
1645336500,-27500000.0
1645336500,-30900000.0
1645336500,-33300000.0
1645336500,-34600000.0
1645336500,-35500000.0
1645336500,-36100000.0
1645336501,-35800000.0
1645336501,-35300000.0
1645336501,-35100000.0
1645336501,-34500000.0
1645336501,-33600000.0
1645336501,-32400000.0
1645336501,-31200000.0
1645336501,-29700000.0
1645336501,-27300000.0
1645336501,-24500000.0
1645336502,-20800000.0
1645336502,-17100000.0
1645336502,-12600000.0
1645336502,-7500000.0
1645336502,-2700000.0
1645336502,100000.0
1645336502,100000.0
1645336502,100000.0
1645336502,100000.0
1645336502,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336503,100000.0
1645336504,100000.0
1645336504,100000.0
1645336504,100000.0
1645336504,100000.0
1645336504,100000.0
1645336504,-800000.0
1645336504,-2900000.0
1645336504,-5900000.0
1645336504,-9600000.0
1645336504,-11600000.0
1645336505,-14200000.0
1645336505,-16800000.0
1645336505,-19900000.0
1645336505,-22500000.0
1645336505,-25500000.0
1645336505,-27500000.0
1645336505,-30600000.0
1645336505,-32900000.0
1645336505,-34200000.0
1645336505,-35100000.0
1645336506,-35600000.0
1645336506,-35400000.0
1645336506,-35100000.0
1645336506,-34600000.0
1645336506,-34000000.0
1645336506,-33200000.0
1645336506,-32100000.0
1645336506,-30600000.0
1645336506,-29600000.0
1645336506,-27500000.0
1645336507,-24800000.0
1645336507,-21700000.0
1645336507,-17800000.0
1645336507,-14700000.0
1645336507,-10100000.0
1645336507,-5600000.0
1645336507,-1600000.0
1645336507,100000.0
1645336507,100000.0
1645336507,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336508,100000.0
1645336509,100000.0
1645336509,100000.0
1645336509,100000.0
1645336509,100000.0
1645336509,100000.0
1645336509,-700000.0
1645336509,-2000000.0
1645336509,-4900000.0
1645336509,-7000000.0
1645336509,-9600000.0
1645336510,-11700000.0
1645336510,-14100000.0
1645336510,-16700000.0
1645336510,-19500000.0
1645336510,-22000000.0
1645336510,-24600000.0
1645336510,-27000000.0
1645336510,-29900000.0
1645336510,-32500000.0
1645336510,-33700000.0
1645336511,-34800000.0
1645336511,-35400000.0
1645336511,-35600000.0
1645336511,-35200000.0
1645336511,-34800000.0
1645336511,-34100000.0
1645336511,-33300000.0
1645336511,-32300000.0
1645336511,-31400000.0
1645336511,-31200000.0
1645336512,-28800000.0
1645336512,-25100000.0
1645336512,-20800000.0
1645336512,-15300000.0
1645336512,-9400000.0
1645336512,-6700000.0
1645336512,-2500000.0
1645336512,100000.0
1645336512,100000.0
1645336512,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336513,100000.0
1645336514,100000.0
1645336514,100000.0
1645336514,100000.0
1645336514,100000.0
1645336514,100000.0
1645336514,100000.0
1645336514,-800000.0
1645336514,-2100000.0
1645336514,-4400000.0
1645336514,-6800000.0
1645336515,-8300000.0
1645336515,-10600000.0
1645336515,-13700000.0
1645336515,-16600000.0
1645336515,-19400000.0
1645336515,-22200000.0
1645336515,-25100000.0
1645336515,-27900000.0
1645336515,-31300000.0
1645336515,-33600000.0
1645336516,-34900000.0
1645336516,-35800000.0
1645336516,-35900000.0
1645336516,-35600000.0
1645336516,-35200000.0
1645336516,-34800000.0
1645336516,-33800000.0
1645336516,-33100000.0
1645336516,-31800000.0
1645336516,-30400000.0
1645336517,-28600000.0
1645336517,-25600000.0
1645336517,-22200000.0
1645336517,-18200000.0
1645336517,-14000000.0
1645336517,-8800000.0
1645336517,-4100000.0
1645336517,100000.0
1645336517,100000.0
1645336517,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336518,100000.0
1645336519,100000.0
1645336519,100000.0
1645336519,100000.0
1645336519,100000.0
1645336519,100000.0
1645336519,-700000.0
1645336519,-2000000.0
1645336519,-4300000.0
1645336519,-6800000.0
1645336519,-9200000.0
1645336520,-11600000.0
1645336520,-14600000.0
1645336520,-17500000.0
1645336520,-20500000.0
1645336520,-23100000.0
1645336520,-26400000.0
1645336520,-29300000.0
1645336520,-33100000.0
1645336520,-35300000.0
1645336520,-35700000.0
1645336521,-36000000.0
1645336521,-36000000.0
1645336521,-35400000.0
1645336521,-35000000.0
1645336521,-34400000.0
1645336521,-33600000.0
1645336521,-32200000.0
1645336521,-31000000.0
1645336521,-29700000.0
1645336521,-27400000.0
1645336522,-24200000.0
1645336522,-20500000.0
1645336522,-16700000.0
1645336522,-13500000.0
1645336522,-7200000.0
1645336522,-2300000.0
1645336522,100000.0
1645336522,100000.0
1645336522,100000.0
1645336522,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336523,100000.0
1645336524,100000.0
1645336524,100000.0
1645336524,100000.0
1645336524,-100000.0
1645336524,-1500000.0
1645336524,-3000000.0
1645336524,-5600000.0
1645336524,-7500000.0
1645336524,-10900000.0
1645336525,-12600000.0
1645336525,-15900000.0
1645336525,-18700000.0
1645336525,-22000000.0
1645336525,-24700000.0
1645336525,-28000000.0
1645336525,-31000000.0
1645336525,-33500000.0
1645336525,-34900000.0
1645336525,-35900000.0
1645336526,-35800000.0
1645336526,-36200000.0
1645336526,-35700000.0
1645336526,-34900000.0
1645336526,-34500000.0
1645336526,-33400000.0
1645336526,-32100000.0
1645336526,-30800000.0
1645336526,-29800000.0
1645336526,-27300000.0
1645336527,-24400000.0
1645336527,-20700000.0
1645336527,-16700000.0
1645336527,-11600000.0
1645336527,-5900000.0
1645336527,-1100000.0
1645336527,100000.0
1645336527,100000.0
1645336527,100000.0
1645336527,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336528,100000.0
1645336529,100000.0
1645336529,100000.0
1645336529,100000.0
1645336529,100000.0
1645336529,100000.0
1645336529,-300000.0
1645336529,-1600000.0
1645336529,-5100000.0
1645336529,-7700000.0
1645336529,-11000000.0
1645336530,-14700000.0
1645336530,-17500000.0
1645336530,-18900000.0
1645336530,-22300000.0
1645336530,-25700000.0
1645336530,-28500000.0
1645336530,-31600000.0
1645336530,-34200000.0
1645336530,-35600000.0
1645336530,-36000000.0
1645336531,-36200000.0
1645336531,-35900000.0
1645336531,-35700000.0
1645336531,-35200000.0
1645336531,-34600000.0
1645336531,-33900000.0
1645336531,-32800000.0
1645336531,-31800000.0
1645336531,-30000000.0
1645336531,-28400000.0
1645336532,-25100000.0
1645336532,-21300000.0
1645336532,-17600000.0
1645336532,-13000000.0
1645336532,-6600000.0
1645336532,100000.0
1645336532,100000.0
1645336532,100000.0
1645336532,100000.0
1645336532,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336533,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,100000.0
1645336534,-1200000.0
1645336534,-3700000.0
1645336534,-6300000.0
1645336535,-8600000.0
1645336535,-11500000.0
1645336535,-14500000.0
1645336535,-18200000.0
1645336535,-21500000.0
1645336535,-25500000.0
1645336535,-28500000.0
1645336535,-32300000.0
1645336535,-34800000.0
1645336535,-36100000.0
1645336536,-36500000.0
1645336536,-36700000.0
1645336536,-36400000.0
1645336536,-36100000.0
1645336536,-35600000.0
1645336536,-35200000.0
1645336536,-34800000.0
1645336536,-33700000.0
1645336536,-32600000.0
1645336536,-31300000.0
1645336537,-30200000.0
1645336537,-27400000.0
1645336537,-23500000.0
1645336537,-19500000.0
1645336537,-15100000.0
1645336537,-9800000.0
1645336537,-4500000.0
1645336537,100000.0
1645336537,100000.0
1645336537,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336538,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,100000.0
1645336539,-1500000.0
1645336539,-3900000.0
1645336540,-6400000.0
1645336540,-9100000.0
1645336540,-11700000.0
1645336540,-14400000.0
1645336540,-17400000.0
1645336540,-20800000.0
1645336540,-24600000.0
1645336540,-29400000.0
1645336540,-32700000.0
1645336540,-35000000.0
1645336541,-36300000.0
1645336541,-36500000.0
1645336541,-36800000.0
1645336541,-36400000.0
1645336541,-36200000.0
1645336541,-36000000.0
1645336541,-35800000.0
1645336541,-35500000.0
1645336541,-34100000.0
1645336541,-32900000.0
1645336542,-35000000.0
1645336542,-26900000.0
1645336542,-22900000.0
1645336542,-12000000.0
1645336542,-6800000.0
1645336542,-3700000.0
1645336542,-4000000.0
1645336542,-600000.0
1645336542,100000.0
1645336542,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336543,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336544,100000.0
1645336545,-600000.0
1645336545,-3000000.0
1645336545,-5300000.0
1645336545,-8100000.0
1645336545,-10800000.0
1645336545,-14200000.0
1645336545,-17800000.0
1645336545,-21800000.0
1645336545,-25300000.0
1645336545,-29600000.0
1645336546,-32900000.0
1645336546,-35800000.0
1645336546,-36700000.0
1645336546,-36600000.0
1645336546,-36700000.0
1645336546,-36600000.0
1645336546,-36500000.0
1645336546,-36100000.0
1645336546,-35900000.0
1645336546,-35200000.0
1645336547,-33700000.0
1645336547,-32500000.0
1645336547,-30900000.0
1645336547,-29800000.0
1645336547,-26200000.0
1645336547,-21000000.0
1645336547,-14800000.0
1645336547,-7900000.0
1645336547,-3700000.0
1645336547,-2000000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336548,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336549,100000.0
1645336550,100000.0
1645336550,100000.0
1645336550,-1400000.0
1645336550,-3800000.0
1645336550,-7400000.0
1645336550,-10100000.0
1645336550,-13200000.0
1645336550,-17100000.0
1645336550,-21000000.0
1645336550,-26200000.0
1645336551,-29300000.0
1645336551,-32600000.0
1645336551,-35100000.0
1645336551,-36500000.0
1645336551,-36700000.0
1645336551,-36800000.0
1645336551,-36700000.0
1645336551,-36600000.0
1645336551,-36400000.0
1645336551,-36100000.0
1645336552,-35700000.0
1645336552,-35100000.0
1645336552,-34300000.0
1645336552,-32700000.0
1645336552,-31400000.0
1645336552,-28700000.0
1645336552,-23500000.0
1645336552,-19300000.0
1645336552,-14500000.0
1645336552,-9200000.0
1645336553,-2800000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336553,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336554,100000.0
1645336555,100000.0
1645336555,100000.0
1645336555,100000.0
1645336555,-2300000.0
1645336555,-5400000.0
1645336555,-8300000.0
1645336555,-11100000.0
1645336555,-13900000.0
1645336555,-18300000.0
1645336555,-22700000.0
1645336556,-26700000.0
1645336556,-31000000.0
1645336556,-34600000.0
1645336556,-36600000.0
1645336556,-37600000.0
1645336556,-37700000.0
1645336556,-37300000.0
1645336556,-37300000.0
1645336556,-36800000.0
1645336556,-36500000.0
1645336557,-35900000.0
1645336557,-35600000.0
1645336557,-34500000.0
1645336557,-32700000.0
1645336557,-29900000.0
1645336557,-29100000.0
1645336557,-27300000.0
1645336557,-24000000.0
1645336557,-13100000.0
1645336557,-5200000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336558,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336559,100000.0
1645336560,100000.0
1645336560,100000.0
1645336560,-1900000.0
1645336560,-5300000.0
1645336560,-9100000.0
1645336560,-12900000.0
1645336560,-16700000.0
1645336560,-21100000.0
1645336560,-26700000.0
1645336560,-32900000.0
1645336561,-36500000.0
1645336561,-36900000.0
1645336561,-36800000.0
1645336561,-37400000.0
1645336561,-37400000.0
1645336561,-37300000.0
1645336561,-37200000.0
1645336561,-37300000.0
1645336561,-36700000.0
1645336561,-36400000.0
1645336562,-35800000.0
1645336562,-34600000.0
1645336562,-33100000.0
1645336562,-31000000.0
1645336562,-29000000.0
1645336562,-25400000.0
1645336562,-20300000.0
1645336562,-13100000.0
1645336562,-5500000.0
1645336562,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336563,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336564,100000.0
1645336565,100000.0
1645336565,-700000.0
1645336565,-4000000.0
1645336565,-7100000.0
1645336565,-10600000.0
1645336565,-15000000.0
1645336565,-19100000.0
1645336565,-24800000.0
1645336565,-30300000.0
1645336565,-35000000.0
1645336566,-36600000.0
1645336566,-36900000.0
1645336566,-37000000.0
1645336566,-36900000.0
1645336566,-37100000.0
1645336566,-36900000.0
1645336566,-36700000.0
1645336566,-36300000.0
1645336566,-35900000.0
1645336566,-35300000.0
1645336567,-33600000.0
1645336567,-31600000.0
1645336567,-28600000.0
1645336567,-24100000.0
1645336567,-16900000.0
1645336567,-8700000.0
1645336567,100000.0
1645336567,100000.0
1645336567,100000.0
1645336567,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336568,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,100000.0
1645336569,-300000.0
1645336570,-2000000.0
1645336570,-4700000.0
1645336570,-7100000.0
1645336570,-9300000.0
1645336570,-12100000.0
1645336570,-16500000.0
1645336570,-20500000.0
1645336570,-25100000.0
1645336570,-29000000.0
1645336570,-33600000.0
1645336571,-36200000.0
1645336571,-37000000.0
1645336571,-36800000.0
1645336571,-36100000.0
1645336571,-36100000.0
1645336571,-36100000.0
1645336571,-35500000.0
1645336571,-35100000.0
1645336571,-34600000.0
1645336571,-33700000.0
1645336572,-33100000.0
1645336572,-31100000.0
1645336572,-28600000.0
1645336572,-24300000.0
1645336572,-24800000.0
1645336572,-21300000.0
1645336572,-17400000.0
1645336572,-12800000.0
1645336572,-7600000.0
1645336572,-3100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336573,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,100000.0
1645336574,-700000.0
1645336575,-2900000.0
1645336575,-5000000.0
1645336575,-7000000.0
1645336575,-8400000.0
1645336575,-11100000.0
1645336575,-15500000.0
1645336575,-19300000.0
1645336575,-26700000.0
1645336575,-30900000.0
1645336575,-35000000.0
1645336576,-36800000.0
1645336576,-36900000.0
1645336576,-36700000.0
1645336576,-36900000.0
1645336576,-36700000.0
1645336576,-36300000.0
1645336576,-36000000.0
1645336576,-35300000.0
1645336576,-34600000.0
1645336576,-33200000.0
1645336577,-31800000.0
1645336577,-30200000.0
1645336577,-27600000.0
1645336577,-23500000.0
1645336577,-18400000.0
1645336577,-13200000.0
1645336577,-6000000.0
1645336577,100000.0
1645336577,100000.0
1645336577,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336578,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,100000.0
1645336579,-1400000.0
1645336579,-4000000.0
1645336580,-6500000.0
1645336580,-9400000.0
1645336580,-12700000.0
1645336580,-17200000.0
1645336580,-21800000.0
1645336580,-25600000.0
1645336580,-30400000.0
1645336580,-34000000.0
1645336580,-36300000.0
1645336580,-36500000.0
1645336581,-36500000.0
1645336581,-36600000.0
1645336581,-36400000.0
1645336581,-35800000.0
1645336581,-35200000.0
1645336581,-34800000.0
1645336581,-34000000.0
1645336581,-32900000.0
1645336581,-31400000.0
1645336581,-29900000.0
1645336582,-27900000.0
1645336582,-24500000.0
1645336582,-20800000.0
1645336582,-16200000.0
1645336582,-10700000.0
1645336582,-4500000.0
1645336582,100000.0
1645336582,100000.0
1645336582,100000.0
1645336582,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336583,100000.0
1645336584,100000.0
1645336584,100000.0
1645336584,100000.0
1645336584,100000.0
1645336584,100000.0
1645336584,-100000.0
1645336584,-2000000.0
1645336584,-4900000.0
1645336584,-7200000.0
1645336584,-9900000.0
1645336585,-13200000.0
1645336585,-17000000.0
1645336585,-20800000.0
1645336585,-24500000.0
1645336585,-27600000.0
1645336585,-31100000.0
1645336585,-35200000.0
1645336585,-36400000.0
1645336585,-36400000.0
1645336585,-36600000.0
1645336586,-36200000.0
1645336586,-36000000.0
1645336586,-35500000.0
1645336586,-35000000.0
1645336586,-300000.0
1645336586,-32800000.0
1645336586,-31400.0
1645336586,-30300.0
1645337038,0.0
730,-102200000.0
738,-102200000.0
1645337930,800000.0
1645337930,-12000000.0
1645337930,-22800000.0
1645337930,-43500000.0
1645337930,-67200000.0
1645337930,-92200000.0
1645337930,-102200000.0
1645337930,-102200000.0
1645337930,-102200000.0
1645337932,-51400000.0
1645337932,-49100000.0
1645337932,-74100000.0
1645337932,-101100000.0
1645337932,-102200000.0
1645337932,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337933,-102200000.0
1645337934,-102200000.0
1645337934,-97000000.0
1645337934,-84800000.0
1645337934,-62300000.0
1645337934,-30500000.0
1645337934,100000.0
1645337934,100000.0
1645337934,100000.0
1645337934,100000.0
1645337934,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337935,100000.0
1645337936,100000.0
1645337936,100000.0
1645337936,100000.0
1645337936,100000.0
1645337936,-2200000.0
1645337936,-7100000.0
1645337936,-16400000.0
1645337936,-32700000.0
1645337936,-54400000.0
1645337936,-77600000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337937,-102200000.0
1645337964,0.0
1645337964,-94500000.0
1645337964,-102200000.0
1645337964,-102200000.0
1645337964,-102200000.0
1645337964,-95600000.0
1645337964,-102200000.0
1645337964,-102200000.0
950,0.0
1041,100000.0
1050,100000.0
1645338630,1000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338630,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338631,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338632,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338633,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338634,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338635,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338636,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338637,-102200000.0
1645338638,-102200000.0
1645338638,-102200000.0
1645338638,-102200000.0
1645338638,-102200000.0
1645338638,-102200000.0
1645338638,-102200000.0
1645338638,-102100000.0
1645338638,-102200000.0
1645338638,-102100000.0
1645338638,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338639,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338640,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338641,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338642,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338643,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338644,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338645,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-102200000.0
1645338646,-101700000.0
1645338647,-102200000.0
